id,x,y
23103,24.842720503668254,60.205580484574064
23144,24.793734322258555,60.20731525831535
23167,24.741110319814144,60.20335823747845
23175,24.661281076886677,60.2155951850891
23139,24.599384030006618,60.2306158019965
23191,24.500581791670015,60.257678079683004
23192,24.416647276277985,60.28718590953608
23104,24.343848524164923,60.29248454936719
23193,24.253347950488227,60.3022819584259
23194,24.15867818381177,60.28814795822662
24607,24.079139161505804,60.28891847142555
24606,23.93508659945205,60.3287741129953
24605,23.871632393776586,60.36695958311713
23106,24.34508806415524,60.309311205344855
23122,24.15399417844233,60.5730697915776
23164,24.9019970668036,60.21208945077041
23152,24.903056258705977,60.226579386715194
23165,24.8773753351311,60.25997472021792
23107,24.873732870112587,60.268769149838725
23137,24.8234085249765,60.32595491220391
23108,24.85195883685427,60.49663950076863
23154,24.988465012434155,60.22108779214354
23109,25.068561161233564,60.25506580285707
23110,25.232338184098115,60.59017127334497
23998,25.246627103241753,60.59895947062402
23999,25.36596939675278,60.67870319235051
23142,25.442019464716537,60.73676241779926
23111,26.048731870058933,60.55831744973602
23179,25.111922090155876,60.25437002260871
23141,25.37996059746696,60.301846272483346
23112,25.530653134416212,60.35524131159361
23001,25.69123567800553,60.41806502297578
23184,25.749587730127107,60.425878397310825
23185,25.823201571791962,60.43979769545102
23186,25.913434196368872,60.49063133021451
23187,26.11879047371854,60.47323460799721
23188,26.211663024462656,60.46511885441752
23189,26.27860794047553,60.479194355530936
23124,23.52048620336133,59.99832281395314
23114,24.013744721924127,60.20319891367443
23129,24.528084329211232,60.458928515904354
23133,24.834285054748403,60.58034504245269
23130,25.08733531111259,60.61747712565276
23153,24.942951857251725,60.222777858034476
23131,24.96660116277372,60.257340500795756
23127,24.98604762490542,60.43260951226567
23125,24.607366208171438,60.20286128631034
23140,24.69613011412309,60.23921853689742
23183,24.71400789150473,60.252179155958224
23168,24.776698433719837,60.27318611170405
23159,24.814484861686534,60.27744092175113
23128,24.881304587553746,60.297288858169644
23169,24.942818127829465,60.29571498677545
23150,24.972339908241647,60.290440909135306
23160,25.046266970725735,60.280542070744204
23182,25.097689200049572,60.27144905130674
23101,24.84757592690432,60.16534547993181
23102,24.64271536727898,60.158733098086536
23143,24.554322408529817,60.14164934713073
23156,24.49633541461174,60.124913545005356
23134,24.075592704737804,60.06096610038144
23115,25.59594542747777,60.41647514288881
23197,24.90811540278828,60.208379281678646
23118,24.825871040206195,60.17288326822271
23116,24.81529580696705,60.21323910620736
23126,24.843747735504632,60.22867214026187
23145,24.8772678867519,60.234294656202934
23146,24.90368638596817,60.23762378030648
23147,24.940959235454418,60.24302885767646
23148,24.975704034798746,60.24481148118409
23149,25.016469681335586,60.24266191953983
23162,24.751096369316766,60.1763309671684
23163,24.746022728657262,60.192496580353016
23195,25.153713928320794,60.24107849951576
23105,24.135406443187104,60.37064959936714
23151,24.87714516134038,60.223356922588415
23123,24.82890392978494,60.251657612702225
23138,24.744136183873714,60.30343404817014
23136,25.19154900808908,60.54539496447202
23155,24.994987197939405,60.19142397965972
23135,25.744873635316605,60.447834632709565
23158,25.991980512868953,60.48625754840579
23121,26.0240696096644,60.5509411336265
23196,25.159212752391262,60.22064089142877
23199,24.770855969050434,60.17093640087839
24604,23.725733466547506,60.37624646462034
24603,23.631534729218313,60.37800755519468
24602,23.47788628933503,60.3804852031282
24601,23.37736591386914,60.372159925435575
23248,23.3046534328271,60.384884173310724
23247,23.149963818835097,60.4152500761488
23246,23.117453295581022,60.41741415551062
23245,22.968838115765575,60.42885416183137
23244,22.70885950553543,60.4315066192495
23243,22.685287782221895,60.42592643066187
23242,22.656715887408286,60.42939171427915
23227,22.51065195284247,60.443113002657235
23240,22.474686893202346,60.439170546519385
23239,22.402577443847687,60.42564888554372
23238,22.36171624298341,60.42182034492832
23237,22.335027268229503,60.42394325597593
23236,22.32864315513179,60.42597569451506
23235,22.306506719932074,60.445388910130006
23249,22.186350905123877,60.47639432194988
23205,22.16559736595094,60.495117601331536
23250,22.089667490963784,60.58330162949022
23206,21.581771711678723,60.985290452132205
23208,22.46854728518571,60.59349959552412
23253,22.36819214298473,60.47626577663839
23230,22.427695959463485,60.49641044415734
23209,22.92300513171666,60.61654649639559
23231,22.085598916738082,60.46914165769984
23251,22.14419910967007,60.47078967568559
23233,22.220554678739052,60.49249842034109
23234,22.31502730402066,60.4863353730047
23229,22.421510126643284,60.46111971041513
23201,23.35616764776167,60.367510534825634
23228,22.789810795834732,60.410474075186784
23254,22.35858546775859,60.367589778088636
23225,22.18192236060684,60.24261837558699
23255,22.043341411397396,60.1938720574321
23252,22.183674745265815,60.460931213363395
23221,21.98649001169269,61.361647799993136
23232,21.816698266280135,61.45365648818221
23223,21.626488738553483,61.16982467742024
23207,21.808449912204466,61.54510532491199
23224,22.40373399622405,61.4699577044933
23211,21.728404712384,61.107354770931856
23226,22.242483691988777,61.79049827013182
23403,23.286889488513747,60.966589012610854
23429,24.733929006053515,60.712925998267266
23432,24.593798822759098,60.85615358749628
23465,24.459385906652784,60.98974836077106
23466,24.451255603389956,61.00031579485043
23437,24.41409540994156,61.01362451861025
23425,23.786490391031002,60.82866901762278
23405,24.666229207779022,61.04639713863144
23426,24.68500643914878,61.1584885080912
23428,24.395217545931605,60.73358125806978
23408,24.97434532646308,60.79123599393181
23440,23.83625805624009,61.25296153474112
23401,23.769938690058513,61.409813840180014
23449,23.74712453477422,61.46062671586667
23460,23.63531333993164,61.45273543589674
23463,23.617709768535768,61.45948488941349
23462,23.58810772696202,61.4781749673892
23450,23.565182732579963,61.515558451535895
23203,23.430427380199582,61.5862241350571
23204,22.976585325780032,61.91053823367673
23445,23.650022795780018,61.11405642360951
23435,23.80930128400899,61.46235849966882
23451,23.939853028217065,61.52423201523354
