id,x,y
1001,24.59639455412291,60.228047439292915
1060,24.59639455412291,60.228047439292915
1065,24.503692599980354,60.2619121656597
1089,24.503692599980354,60.2619121656597
1043,24.31914338973315,60.2932811928225
1044,24.31914338973315,60.2932811928225
1081,24.31914338973315,60.2932811928225
1066,24.158681297517955,60.28811210134552
1079,24.158681297517955,60.28811210134552
1091,24.158681297517955,60.28811210134552
1052,24.227328116166614,60.53931070071723
1007,23.892488104847207,60.638752300531394
1034,24.905024608776124,60.22939379173274
1061,24.905024608776124,60.22939379173274
1041,24.82600241605827,60.326428337219504
1063,24.82600241605827,60.326428337219504
1020,24.852028221889015,60.49641616255926
1004,25.064503170306903,60.251586100982806
1067,25.064503170306903,60.251586100982806
1005,25.123744452038906,60.42639672905094
1082,25.123744452038906,60.42639672905094
1009,25.18704217983169,60.55557686283994
1010,25.44800131974372,60.735898248461446
1068,25.44800131974372,60.735898248461446
1037,26.18011987219652,60.61651392910452
1070,26.30297437666196,60.699377716025595
1080,26.30297437666196,60.699377716025595
1011,25.32534520889549,60.281383291144756
1083,25.32534520889549,60.281383291144756
1019,25.593749295684393,60.37904692378054
1006,25.91002343048175,60.49089072878196
1105,25.91002343048175,60.49089072878196
1106,25.91002343048175,60.49089072878196
1107,25.91002343048175,60.49089072878196
1022,26.184966977857133,60.4597615037847
1101,26.184966977857133,60.4597615037847
1102,26.184966977857133,60.4597615037847
1103,26.184966977857133,60.4597615037847
1104,26.184966977857133,60.4597615037847
1108,26.440285367220458,60.49549815038689
1109,26.440285367220458,60.49549815038689
1110,26.440285367220458,60.49549815038689
1111,26.440285367220458,60.49549815038689
1014,23.021907629400157,59.85641836130246
1075,23.021907629400157,59.85641836130246
1053,23.399410483096588,59.97984462997832
1100,23.399410483096588,59.97984462997832
1015,23.72600459705259,60.08068366971075
1076,23.72600459705259,60.08068366971075
1016,24.019347669441956,60.203693305467176
1074,24.27527998392652,60.32770824691402
1017,24.527765697755274,60.45881485283154
1018,24.832446579011478,60.58054866278883
1069,24.832446579011478,60.58054866278883
1054,25.092303954593547,60.61717104710981
1036,24.997580241506363,60.32070274242712
1058,24.997580241506363,60.32070274242712
1042,24.94600229961982,60.46442657509932
1035,24.770188199777188,60.270832234665086
1057,24.770188199777188,60.270832234665086
1084,25.016096898801177,60.284933871866855
1085,25.016096898801177,60.284933871866855
1002,24.890893839361144,60.166123093943185
1045,24.8524513346168,60.16407782183919
1046,24.8524513346168,60.16407782183919
1062,24.8524513346168,60.16407782183919
1047,24.823102572912838,60.168967988800134
1048,24.823102572912838,60.168967988800134
1012,24.667534486949542,60.15296792662786
1064,24.66743392458663,60.15337021919604
1051,24.40099445458189,60.113807786058395
1078,24.40099445458189,60.113807786058395
1013,24.0758778676434,60.06058620944813
1021,25.538249293170434,60.50516181159312
1055,24.80757359531216,60.18485564696364
1090,24.80757359531216,60.18485564696364
1092,24.81841113060017,60.22256534984745
1093,24.81841113060017,60.22256534984745
1094,24.81841113060017,60.22256534984745
1095,24.81841113060017,60.22256534984745
1096,24.825187021346245,60.22653745256358
1097,24.825187021346245,60.22653745256358
1099,24.825187021346245,60.22653745256358
1098,24.825187021346245,60.22653745256358
1071,25.153227124330805,60.24138594366819
1072,25.161318353832222,60.23234109149288
1073,25.17232044488788,60.22279726048955
1003,24.23649418288729,60.312197081811405
1030,24.032684351632003,60.38976353903792
1032,23.905019693523485,60.38588432107378
1086,24.537996131137398,60.35491568294841
1059,25.86319316971378,60.62074777748874
1087,24.087338361357162,60.49857287309988
1088,24.087338361357162,60.49857287309988
1049,25.079957869364918,60.28224551414516
2059,23.291915542124613,60.3886714865865
2060,23.291915542124613,60.3886714865865
2049,23.211219388042352,60.407403704572175
2050,23.211219388042352,60.407403704572175
2055,23.15700931916802,60.41851785233854
