TSA_NUMERO,LAM_STATION_ID,TSA_NIMI,NIMI_FI,NIMI_SE,NIMI_EN,TIE,TIEOSA,ETAISYYS,TSA_PAIKKA_Y,TSA_PAIKKA_X,TSA_KORKEUS,MAAKUNNAN_NIMI,LEVEYS_ASTE,LEVEYS_MINUUTTI,LEVEYS_SEKUNTI,PITUUS_ASTE,PITUUS_MINUUTTI,PITUUS_SEKUNTI
24601,1601,L_vt1_Lakiamäki,Tie 1 Lakiamäki,Väg 1 Lakiamäki,Road 1 Lakiamäki,1,21,4143,6701163,3300369,0,Varsinais-Suomi,60,22,"19,8",23,22,"38,6"
23248,248,L_vt1_Muurla,Tie 1 Muurla,Väg 1 Muurla,Road 1 Muurla,1,22,1444,6702802,3296441,0,Varsinais-Suomi,60,23,"5,6",23,18,"16,8"
23247,247,L_vt1_Isokylä_läntinen,Tie 1 Isokylä,Väg 1 Storby,Road 1 Isokylä,1,24,958,6706670,3288117,0,Varsinais-Suomi,60,24,"54,9",23,8,"59,9"
23246,246,L_vt1_Halikko,Tie 1 Halikko,Väg 1 Halikko,Road 1 Halikko,1,25,63,6707016,3286342,0,Varsinais-Suomi,60,25,"2,7",23,7,"2,9"
23245,245,L_vt1_Hajala,Tie 1 Hajala,Väg 1 Hajala,Road 1 Hajala,1,26,4392,6708781,3278242,0,Varsinais-Suomi,60,25,"43,9",22,58,"7,9"
23244,244,L_vt1_Vista,Tie 1 Vista,Väg 1 Vista,Road 1 Vista,1,28,3278,6709981,3263962,0,Varsinais-Suomi,60,25,"53,4",22,42,32
23243,243,L_vt1_Paimionmäki,Tie 1 Paimionmäki,Väg 1 Paimionmäki,Road 1 Paimionmäki,1,29,2299,6709445,3262625,0,Varsinais-Suomi,60,25,"33,3",22,41,"7,1"
23242,242,L_vt1_Paimionjoki,Tie 1 Paimionjoki,Väg 1 Pemarån,Road 1 Paimionjoki,1,30,1067,6709934,3261079,0,Varsinais-Suomi,60,25,"45,8",22,39,"24,2"
23227,227,L_vt1_Kirismäki,"Tie 1 Piikkiö, Kirismäki","Väg 1 Pikis, Kirismäki","Road 1 Piikkiö, Kirismäki",1,31,4794,6712000,3253151,0,Varsinais-Suomi,60,26,"35,2",22,30,"38,4"
23240,240,L_vt1_Piikkiö,Tie 1 Piikkiö,Väg 1 Pikis,Road 1 Piikkiö,1,32,905,6711697,3251144,0,Varsinais-Suomi,60,26,21,22,28,"28,9"
23239,239,L_vt1_Kaarina,Tie 1 Kaarina,Väg 1 S:t Karins,Road 1 Kaarina,1,33,2485,6710468,3247075,0,Varsinais-Suomi,60,25,"32,3",22,24,"9,4"
23238,238,L_vt1_Kurkela_itäinen,Tie 1 Kurkela I,Väg 1 Kurkela Ö,Road 1 Kurkela E,1,34,867,6710200,3244798,0,Varsinais-Suomi,60,25,"18,6",22,21,"42,3"
23237,237,L_vt1_Kurkela_läntinen,Tie 1 Kurkela L,Väg 1 Kurkela V,Road 1 Kurkela W,1,35,812,6710540,3243347,0,Varsinais-Suomi,60,25,"26,2",22,20,"6,2"
23236,236,L_vt1_Huhkola,Tie 1 Huhkola,Väg 1 Huhkola,Road 1 Huhkola,1,35,1413,6710791,3243012,0,Varsinais-Suomi,60,25,"33,5",22,19,"43,2"
23235,235,L_vt1_Kupittaa,Tie 1 Kupittaa,Väg 1 Kupittaa,Road 1 Kupittaa,1,36,1302,6713037,3241949,0,Varsinais-Suomi,60,26,"43,4",22,18,"23,5"
23249,249,L_vt8_Ihala,Tie 8 Ihala,Väg 8 Ihala,Road 8 Ihala,8,102,5700,6716963,3235599,0,Varsinais-Suomi,60,28,35,22,11,"10,9"
23205,205,L_vt8_Raisio,Tie 8 Raisio,Väg 8 Reso,Road 8 Raisio,8,103,1870,6719129,3234613,0,Varsinais-Suomi,60,29,"42,4",22,9,"56,2"
23250,250,L_vt8_Masku,Tie 8 Masku,Väg 8 Masko,Road 8 Masku,8,105,1512,6729245,3231181,0,Varsinais-Suomi,60,34,"59,9",22,5,"22,9"
23206,206,L_vt8_Pyhäranta,Tie 8 Pyhäranta,Väg 8 Pyhäranta,Road 8 Pyhäranta,8,114,3265,6776119,3207099,0,Varsinais-Suomi,60,59,7,21,34,"54,5"
23208,208,L_vt9_Aura,Tie 9 Aura,Väg 9 Aura,Road 9 Aura,9,105,2993,6728888,3251991,0,Varsinais-Suomi,60,35,"36,6",22,28,"6,8"
23253,253,L_vt10_Satiaismäki,"Tie 10 Lieto, Satiaismäki","Väg 10 Lundo, Satiaismäki","Road 10 Lieto, Satiaismäki",10,2,649,6716231,3245581,0,Varsinais-Suomi,60,28,"34,6",22,22,"5,6"
23230,230,L_vt10_Lieto,Tie 10 Lieto,Väg 10 Lundo,Road 10 Lieto,10,2,4686,6718243,3249004,0,Varsinais-Suomi,60,29,"47,1",22,25,"39,8"
23209,209,L_vt10_Marttila,Tie 10 Marttila,Väg 10 S:t Mårtens,Road 10 Marttila,10,7,4084,6729822,3277017,0,Varsinais-Suomi,60,36,"59,6",22,55,"22,9"
23231,231,L_kt40_Vanto,"Tie 40 Raisio, Vanto","Väg 40 Reso, Vanto","Road 40 Raisio, Vanto",40,1,3657,6716566,3230008,0,Varsinais-Suomi,60,28,"8,9",22,5,"8,2"
23251,251,L_kt40_Krookila,"Tie 40 Raisio, Krookila","Väg 40 Reso, Krookila","Road 40 Raisio, Krookila",40,2,2039,6716510,3233239,0,Varsinais-Suomi,60,28,"14,8",22,8,"39,2"
23233,233,L_kt40_Hauninen,"Tie 40 Raisio, Hauninen","Väg 40 Reso, Hauninen","Road 40 Raisio, Hauninen",40,3,2525,6718617,3237607,0,Varsinais-Suomi,60,29,33,22,13,"14,1"
23234,234,L_kt40_Oriketo,"Tie 40 Turku, Oriketo","Väg 40 Åbo, Oriketo","Road 40 Turku, Oriketo",40,4,1992,6717558,3242742,0,Varsinais-Suomi,60,29,"10,8",22,18,"54,2"
23229,229,L_kt40_Tuulissuo,Tie 40 Tuulisuo,Väg 40 Tuulisuo,Road 40 Tuulisuo,40,5,5682,6714341,3248391,0,Varsinais-Suomi,60,27,40,22,25,"17,5"
23201,201,L_st110_Muurla1,Tie 110 Muurla,Väg 110 Muurla,Road 110 Muurla,110,23,3240,6700710,3299172,0,Varsinais-Suomi,60,22,3,23,21,"22,3"
23228,228,L_st110_Kevola,Tie 110 Kevola,Väg 110 Kevola,Road 110 Kevola,110,30,2767,6707353,3268264,0,Varsinais-Suomi,60,24,"37,7",22,47,"23,4"
23254,254,L_st180_Kuusisto,Tie 180 Kuusisto,Väg 180 Kuusisto,Road 180 Kuusisto,180,1,7180,6704180,3244200,0,Varsinais-Suomi,60,22,"3,3",22,21,31
23225,225,L_st180_Parainen,Tie 180 Parainen,Väg 180 Pargas,Road 180 Parainen,180,6,3660,6690981,3233451,0,Varsinais-Suomi,60,14,"33,4",22,10,55
23255,255,L_st180_Simonby,Tie 180 Simonby,Väg 180 Simonby,Road 180 Simonby,180,8,4614,6686129,3225381,0,Varsinais-Suomi,60,11,"37,9",22,2,"36,1"
23252,252,L_st185_Artukainen,"Tie 185 Turku, Artukainen","Väg 185 Åbo, Artukainen","Road 185 Turku, Artukainen",185,1,1320,6715254,3235326,0,Varsinais-Suomi,60,27,"39,3",22,11,"1,3"
23221,221,L_vt2_Nakkila,Tie 2 Nakkila,Väg 2 Nakkila,Road 2 Nakkila,2,45,601,6816226,3232176,0,Satakunta,61,21,"41,9",21,59,"11,4"
23232,232,L_vt2_Porin_lentokent,"Tie 2 Pori, lentokenttä","Väg 2 Björneborg, flygplats","Road 2 Pori, airport",2,47,1126,6827166,3223928,0,Satakunta,61,27,"13,1",21,49,"0,2"
23223,223,L_vt8_Eurajoki,Tie 8 Eurajoki,Väg 8 Euraåminne,Road 8 Eurajoki,8,120,381,6796434,3211203,0,Satakunta,61,10,"11,4",21,37,"35,4"
23207,207,L_vt8_Pori,Tie 8 Pori,Väg 8 Björneborg,Road 8 Pori,8,202,2395,6837369,3224301,0,Satakunta,61,32,"42,4",21,48,"30,5"
23224,224,L_vt11_Kullaa,Tie 11 Kullaa,Väg 11 Kulla,Road 11 Kullaa,11,15,3553,6826631,3255303,0,Satakunta,61,28,"11,8",22,24,"13,5"
23211,211,L_vt12_Lappi_tl,Tie 12 Lappi tl,Väg 12 Lappi tl,Road 12 Lappi tl,12,104,2365,6789042,3216114,0,Satakunta,61,6,"26,5",21,43,"42,3"
23226,226,L_vt23_Kankaanpää,Tie 23 Kankaanpää,Väg 23 Kankaanpää,Road 23 Kankaanpää,23,106,2790,6862901,3249334,0,Satakunta,61,47,"25,8",22,14,33
23403,403,L_vt2_Humppila,Tie 2 Humppila,Väg 2 Humppila,Road 2 Humppila,2,28,3240,6767602,3299126,0,Kanta-Häme,60,57,"59,7",23,17,"12,9"
23429,429,L_vt3_Riihimäki_Herajoki,Tie 3 Riihimäki,Väg 3 Riihimäki,Road 3 Riihimäki,3,110,6230,6735772,3376470,0,Kanta-Häme,60,42,"46,5",24,44,"2,2"
23432,432,L_vt3_Janakkala,Tie 3 Janakkala,Väg 3 Janakkala,Road 3 Janakkala,3,114,333,6751996,3369408,0,Kanta-Häme,60,51,"22,1",24,35,"37,7"
23465,465,L_vt3_Hämeenlinna_E,"Tie 3 Hämeenlinna, etelä","Väg 3 Tavastehus, söder","Road 3 Hämeenlinna, south",3,116,2329,6767150,3362683,0,Kanta-Häme,60,59,"23,1",24,27,"33,8"
23466,466,L_vt3_Hämeenlinna_P,"Tie 3 Hämeenlinna, pohjoinen","Väg 3 Tavastehus, nord","Road 3 Hämeenlinna, north",3,116,3526,6768344,3362289,0,Kanta-Häme,61,0,"1,1",24,27,"4,6"
23437,437,L_vt3_Hlinna_Mo3,Tie 3 Hämeenlinna,Väg 3 Tavastehus,Road 3 Hämeenlinna,3,117,435,6769905,3360338,0,Kanta-Häme,61,0,49,24,24,"50,8"
23425,425,L_vt10_Tammela,Tie 10 Tammela,Väg 10 Tammela,Road 10 Tammela,10,18,3950,6750816,3325407,0,Kanta-Häme,60,49,"43,2",23,47,"11,4"
23405,405,L_vt10_Hämeenlinna,Tie 10 Hämeenlinna,Väg 10 Tavastehus,Road 10 Hämeenlinna,10,29,3190,6773043,3374098,0,Kanta-Häme,61,2,47,24,39,"58,5"
23426,426,L_vt12_Hauho,Tie 12 Hauho,Väg 12 Hauho,Road 12 Hauho,12,213,1449,6785492,3375554,0,Kanta-Häme,61,9,"30,5",24,41,"6,1"
23428,428,L_kt54_Loppi,Tie 54 Loppi,Väg 54 Loppi,Road 54 Loppi,54,6,2460,6738758,3358078,0,Kanta-Häme,60,44,"0,9",24,23,"42,8"
23408,408,L_kt54_Hausjärvi,Tie 54 Hausjärvi,Väg 54 Hausjärvi,Road 54 Hausjärvi,54,13,4511,6744066,3389860,0,Kanta-Häme,60,47,"28,4",24,58,"27,7"
23440,440,L_vt3_Lempäälä_Lippo,Tie 3 Lempäälä,Väg 3 Lembois,Road 3 Lempäälä,3,124,3390,6797925,3330397,0,Pirkanmaa,61,15,"10,6",23,50,"10,6"
23401,401,L_vt3_Lempäälä_Sääksjärvi,"Tie 3 Lempäälä, Kulju","Väg 3 Lembois, Kulju","Road 3 Lempäälä, Kulju",3,134,5138,6815563,3327705,0,Pirkanmaa,61,24,"35,3",23,46,"11,8"
23449,449,L_vt3_Tre_Sarankulma,Tie 3 Sarankulma,Väg 3 Sarankulma,Road 3 Sarankulma,3,136,1340,6821281,3326770,0,Pirkanmaa,61,27,"38,2",23,44,"49,7"
23460,460,L_vt3_Pirkkala_Huovi,"Tie 3 Pirkkala, Huovi","Väg 3 Birkala, Huovi","Road 3 Pirkkala, Huovi",3,137,230,6820705,3320768,0,Pirkanmaa,61,27,"9,8",23,38,"7,2"
23463,463,L_vt3_Pirkkala_Sankila,"Tie 3 Pirkkala, Sankila","Väg 3 Birkala, Sankila","Road 3 Pirkkala, Sankila",3,137,1476,6821505,3319869,0,Pirkanmaa,61,27,"34,1",23,37,"3,8"
23462,462,L_vt3_Nokia_Rajasalmi,"Tie 3 Nokia, Rajasalmi","Väg 3 Nokia, Rajasalmi","Road 3 Nokia, Rajasalmi",3,138,1660,6823668,3318401,0,Pirkanmaa,61,28,"41,4",23,35,"17,2"
23450,450,L_vt3_Myllypuro,Tie 3 Myllypuro,Väg 3 Myllypuro,Road 3 Myllypuro,3,139,1406,6827894,3317400,0,Pirkanmaa,61,30,56,23,33,"54,7"
23203,203,L_vt3_Hämeenkyrö,Tie 3 Hämeenkyrö,Väg 3 Tavastkyro,Road 3 Hämeenkyrö,3,204,2289,6836146,3310666,0,Pirkanmaa,61,35,"10,4",23,25,"49,6"
23204,204,L_vt3_Ikaalinen,Tie 3 Ikaalinen,Väg 3 Ikalis,Road 3 Ikaalinen,3,214,1530,6873644,3288829,0,Pirkanmaa,61,54,"37,9",22,58,"35,7"
23445,445,L_vt9_Kylmäkoski,Tie 9 Kylmäkoski,Väg 9 Kylmäkoski,Road 9 Kylmäkoski,9,122,7250,6782959,3319616,0,Pirkanmaa,61,6,"50,6",23,39,"0,1"
23435,435,L_vt9_Tre_Karkuvuori,Tie 9 Karkuvuori,Väg 9 Karkuvuori,Road 9 Karkuvuori,9,204,2190,6821310,3330092,0,Pirkanmaa,61,27,"44,5",23,48,"33,5"
23451,451,L_vt9_Tre_Aitovuori,Tie 9 Aitovuori,Väg 9 Aitovuori,Road 9 Aitovuori,9,206,4470,6827866,3337371,0,Pirkanmaa,61,31,"27,2",23,56,"23,5"
23404,404,L_vt9_Kangasala_Suinula,Tie 9 Suinula,Väg 9 Suinula,Road 9 Suinula,9,208,1525,6830945,3344107,0,Pirkanmaa,61,33,"16,6",24,3,"49,2"
23448,448,L_vt9_Längelmäki,"Tie 9 Längelmäki, Solttila","Väg 9 Längelmäki, Solttila","Road 9 Längelmäki, Solttila",9,214,3028,6849534,3378820,0,Pirkanmaa,61,44,"1,5",24,42,"13,5"
23406,406,L_vt11_Nokia_Linnavuori,Tie 11 Nokia,Väg 11 Nokia,Road 11 Nokia,11,4,3655,6826956,3306797,0,Pirkanmaa,61,30,"7,2",23,22,"2,5"
23210,210,L_vt12_Vammala,Tie 12 Vammala,Väg 12 Vammala,Road 12 Vammala,12,118,1600,6807682,3277331,0,Pirkanmaa,61,18,"49,2",22,50,"18,7"
23438,438,L_vt12_Tre_Paasikiventie,Tie 12 Uittotunneli,Väg 12 Flottningstunnel,Road 12 Log floating tunnel,12,127,480,6826798,3324455,0,Pirkanmaa,61,30,"32,4",23,41,"54,8"
23452,452,L_vt12_Tre_Onkiniemi,"Tie 12 Tampere, Onkiniemi","Väg 12 Tammerfors, Onkiniemi","Road 12 Tampere, Onkiniemi",12,127,2363,6826003,3326074,0,Pirkanmaa,61,30,"9,4",23,43,"46,8"
23453,453,L_vt12_Tre_Mustalahti,Tie 12 Särkänniemi,Väg 12 Särkänniemi,Road 12 Särkänniemi,12,127,3125,6825954,3326667,0,Pirkanmaa,61,30,"8,8",23,44,27
23454,454,L_vt12_Tre_Tampella,Tie 12 Tampella,Väg 12 Tampella,Road 12 Tampella,12,127,4160,6826358,3327692,0,Pirkanmaa,61,30,"23,5",23,45,"34,8"
23457,457,L_vt12_Tre_Petsamo,Tie 12 Petsamo,Väg 12 Petsamo,Road 12 Petsamo,12,127,5750,6826291,3329134,0,Pirkanmaa,61,30,"23,6",23,47,"12,4"
23439,439,L_vt12_Tre_Teiskontie,"Tie 12 Tampere, Keskussair","Väg 12 Tampere, Teiskontie","Road 12 Tampere, Teiskontie",12,201,1050,6825942,3330992,0,Pirkanmaa,61,30,"15,3",23,49,19
23458,458,L_vt12_Tre_Ruotula,Tie 12 Ruotula,Väg 12 Ruotula,Road 12 Ruotula,12,201,2758,6826868,3332659,0,Pirkanmaa,61,30,"47,8",23,51,"8,5"
23431,431,L_vt12_Kangasala_Suorama,Tie 12 Suorama,Väg 12 Suorama,Road 12 Suorama,12,202,6100,6822676,3338849,0,Pirkanmaa,61,28,42,23,58,"19,7"
23456,456,L_kt65_Tre_Lielahti,"Tie 65 Tampere, Lielahti","Väg 65 Tammerfors, Lielahti","Road 65 Tampere, Lielahti",65,1,584,6827166,3323435,0,Pirkanmaa,61,30,"42,6",23,40,"44,7"
23455,455,L_kt65_Tre_Epilänharju,"Tie 65 Tampere, Epilänharju","Väg 65 Tammerfors, Epilänharju","Road 65 Tampere, Epilänharju",65,1,2072,6827896,3322083,0,Pirkanmaa,61,31,"3,9",23,39,"10,9"
23421,421,L_kt65_Ylöjärvi,Tie 65 Ylöjärvi,Väg 65 Ylöjärvi,Road 65 Ylöjärvi,65,1,6000,6830903,3319764,0,Pirkanmaa,61,32,37,23,36,"23,7"
23409,409,L_kt66_Ruovesi,Tie 66 Ruovesi,Väg 66 Ruovesi,Road 66 Ruovesi,66,9,4500,6881808,3344683,0,Pirkanmaa,62,0,"38,3",24,1,"50,9"
23402,402,L_st130_Jutikkala,Tie 130 Iittala,Väg 130 Iittala,Road 130 Iittala,130,19,3115,6785881,3341706,0,Pirkanmaa,61,8,"59,2",24,3,"24,4"
23433,433,L_st130_Pispantie,Tie 130 Valkeakoski,Väg 130 Valkeakoski,Road 130 Valkeakoski,130,23,2356,6801269,3336959,0,Pirkanmaa,61,17,"8,6",23,57,"19,6"
23422,422,L_st190_Viiala,Tie 190 Viiala,Väg 190 Viiala,Road 190 Viiala,190,2,2050,6796569,3325162,0,Pirkanmaa,61,14,"18,6",23,44,"24,6"
23464,464,L_yt3495_Rautaharkko,Tie 3495 Rautaharkko,Väg 3495 Rautaharkko,Road 3495 Rautaharkko,3495,1,1903,6823075,3328309,0,Pirkanmaa,61,28,"38,6",23,46,"27,4"
23436,436,L_yt13782_Nokia_Rajasalmi,"Tie 3 Nokia, Rajasalmi","Väg 3 Nokia, Rajasalmi","Road 3 Nokia, Rajasalmi",13782,1,1944,6823704,3318339,0,Pirkanmaa,61,28,"42,5",23,35,"12,9"
23443,443,L_Tre_Pispalan_valtatie,"Tampere, Pispalan valtatie","Tammefors, Pispalan valtatie","Tampere, Pispalan valtatie",99999,0,0,6826485,3324574,0,Pirkanmaa,61,30,"22,5",23,42,"3,9"
23424,424,L_vt4_Renkomäki,Tie 4 Renkomäki,Väg 4 Renkomäki,Road 4 Renkomäki,4,119,3557,6756083,3424765,0,Päijät-Häme,60,54,"25,9",25,36,"37,4"
23461,461,L_vt4_Vierumäki,Tie 4 Vierumäki,Väg 4 Vierumäki,Road 4 Vierumäki,4,205,1657,6777108,3441136,0,Päijät-Häme,61,5,55,25,54,"19,9"
23628,628,L_vt4_Murhamäki,"Tie 4 Heinola, Murhamäki","Väg 4 Heinola, Murhamäki","Road 4 Heinola, Murhamäki",4,210,1626,6796854,3450303,0,Päijät-Häme,61,16,"37,4",26,4,"12,9"
23442,442,L_vt4_Heinola_Lusi,"Tie 4 Heinola, Lusi","Väg 4 Heinola, Lusi","Road 4 Heinola, Lusi",4,211,5700,6803516,3449167,0,Päijät-Häme,61,20,"12,1",26,2,"50,1"
23623,623,L_vt4_Hartola,Tie 4 Hartola,Väg 4 Hartola,Road 4 Hartola,4,214,5196,6820801,3445842,0,Päijät-Häme,61,29,"28,8",25,58,"48,4"
23407,407,L_vt12_Hollola,Tie 12 Hollola,Väg 12 Hollola,Road 12 Hollola,12,219,4749,6767267,3407260,0,Päijät-Häme,61,0,"13,7",25,16,"57,1"
23446,446,L_vt12_Lahti_Kärpäsen,"Tie 12 Lahti, Kärpäsenmäki","Väg 12 Lahtis, Kärpäsenmäki","Road 12 Lahti, Kärpäsenmäki",12,222,3363,6764371,3424104,0,Päijät-Häme,60,58,"53,1",25,35,"41,7"
23447,447,L_vt12_Lahti_Joutjärvi,"Tie 12 Lahti, Joutjärvi","Väg 12 Lahtis, Joutjärvi","Road 12 Lahti, Joutjärvi",12,223,3280,6763376,3429680,0,Päijät-Häme,60,58,"24,7",25,41,"53,7"
23430,430,L_vt24_Asikkala,Tie 24 Asikkala,Väg 24 Asikkala,Road 24 Asikkala,24,4,2150,6780446,3426584,0,Päijät-Häme,61,7,34,25,38,"4,3"
23441,441,L_st140_Hollola,Tie 140 Hollola,Väg 140 Hollola,Road 140 Hollola,140,25,1530,6770531,3432390,0,Päijät-Häme,61,2,"17,5",25,44,"44,7"
23521,521,L_vt6_Elimäki,Tie 6 Elimäki,Väg 6 Elimä,Road 6 Elimäki,6,127,610,6740811,3472089,0,Kymenlaakso,60,46,"34,7",26,29,"4,7"
23594,594,L_vt6_Hevossuo,Tie 6 Hevossuo,Väg 6 Hevossuo,Road 6 Hevossuo,6,128,1638,6747807,3475585,0,Kymenlaakso,60,50,"21,6",26,32,"52,5"
23595,595,L_vt6_Puhjo,"Tie 6 Kuusankoski, Puhjo",Väg 6 Puhjo,"Road 6 Kuusankoski, Puhjo",6,129,2018,6751413,3480137,0,Kymenlaakso,60,52,19,26,37,"52,5"
23596,596,L_vt6_Käyrälampi,"Tie 6 Kouvola, Käyrälampi","Väg 6 Kouvola, Käyrälampi","Road 6 Kouvola, Käyrälampi",6,201,2887,6752697,3487014,0,Kymenlaakso,60,53,"1,5",26,45,"27,9"
23529,529,L_vt6_Utti,Tie 6 Utti,Väg 6 Uttis,Road 6 Utti,6,202,2931,6753000,3490353,0,Kymenlaakso,60,53,"11,7",26,49,"9,2"
23592,592,L_vt6_Metso,Tie 6 Metso,Väg 6 Metso,Road 6 Metso,6,203,5891,6755136,3500280,0,Kymenlaakso,60,54,"21,1",27,0,"7,3"
23578,578,L_vt7_Ahvenkoski_Itä,Tie 7 Ahvenkoski2,Väg 7 Abborrfors2,Road 7 Ahvenkoski2,7,23,700,6708936,3470499,0,Kymenlaakso,60,29,"24,5",26,27,37
23575,575,L_vt7_Pyhtää2,Tie 7 Pyhtää2,Väg 7 Pyttis2,Road 7 Pyhtää2,7,24,3091,6708479,3475235,0,Kymenlaakso,60,29,"10,9",26,32,"47,3"
23579,579,L_vt7_Siltakylä2,"Tie 7 Pyhtää, Siltakylä2","Väg 7 Pyttis, Broby2","Road 7 Pyhtää, Siltakylä2",7,25,625,6709964,3483775,0,Kymenlaakso,60,30,"0,5",26,42,6
23580,580,L_vt7_Mokra,"Tie 7 Pyhtää, Mokra","Väg 7 Pyttis, Mokra","Road 7 Pyhtää, Mokra",7,27,2160,6710047,3489784,0,Kymenlaakso,60,30,"3,9",26,48,"39,7"
23583,583,L_vt7_Petäjäsuo,Tie 7 Petäjäsuo,Väg 7 Petäjäsuo,Road 7 Petäjäsuo,7,27,3982,6709643,3492207,0,Kymenlaakso,60,29,51,26,51,"18,4"
23599,599,L_vt7_Leppäsaari,Tie 7 Leppäsaari,Väg 7 Leppäsaari,Road 7 Leppäsaari,7,28,701,6710028,3493715,7,Kymenlaakso,60,30,"3,6",26,52,"57,2"
23574,574,L_vt7_Kyminlinna,Tie 7 Kyminlinna,Väg 7 Kyminlinna,Road 7 Kyminlinna,7,29,230,6710493,3494804,0,Kymenlaakso,60,30,"18,6",26,54,"8,5"
23576,576,L_vt7_Karhula_Länsi,"Tie 7 Kotka, Karhula-Länsi","Väg 7 Kotka, Karhula-Länsi","Road 7 Kotka, Karhula-Länsi",7,29,1958,6711520,3496156,0,Kymenlaakso,60,30,"51,9",26,55,37
23585,585,L_vt7_Karhula,"Tie 7 Kotka, Karhula","Väg 7 Kotka, Karhula","Road 7 Kotka, Karhula",7,29,2700,6711940,3496852,0,Kymenlaakso,60,31,"5,5",26,56,"22,6"
23577,577,L_vt7_Otsola_Länsi,"Tie 7 Kotka, Otsola-Länsi","Väg 7 Kotka, Otsola-Länsi","Road 7 Kotka, Otsola-Länsi",7,30,605,6712871,3497662,0,Kymenlaakso,60,31,"35,6",26,57,"15,6"
23571,571,L_vt7_Otsola,"Tie 7 Kotka, Otsola","Väg 7 Kotka, Otsola","Road 7 Kotka, Otsola",7,30,1120,6713261,3497937,0,Kymenlaakso,60,31,"48,2",26,57,"33,6"
23572,572,L_vt7_Salminlahti,Tie 7 Salminlahti,Väg 7 Salminlahti,Road 7 Salminlahti,7,31,1616,6715549,3499944,0,Kymenlaakso,60,33,"2,1",26,59,"45,2"
23573,573,L_vt7_Summa,"Tie 7 Hamina, Summa","Väg 7 Fredrikshamn, Summa","Road 7 Hamina, Summa",7,32,4501,6717641,3504924,0,Kymenlaakso,60,34,"9,6",27,5,"12,1"
23555,555,L_vt7_Tallinmäki,"Tie 7 Hamina, Tallinmäki","Väg 7 Fredrikshamn, Tallinmäki","Road 7 Hamina, Tallinmäki",7,35,3670,6719798,3539538,0,Kymenlaakso,60,35,"12,5",27,43,"5,9"
23525,525,L_vt7_Lelu,"Tie 7 Hamina, Lelu","Väg 7 Fredrikshamn, Lelu","Road 7 Hamina, Lelu",7,36,6551,6717394,3521153,0,Kymenlaakso,60,33,"59,8",27,22,"57,4"
23551,551,L_vt7_LAM030706,"Tie 7 Virolahti, Harjula","Väg 7 Vederlax, Harjula","Road 7 Virolahti, Harjula",7,38,3860,6719798,3539538,0,Kymenlaakso,60,35,"12,5",27,43,"5,9"
23550,550,L_vt7_Vaahterikonsuo,"Tie 7 Virolahti, Vaahterikonsuo","Väg 7 Vederlax, Vaahterikonsuo","Road 7 Virolahti, Vaahterikonsuo",7,39,4710,6719798,3539538,0,Kymenlaakso,60,35,"12,5",27,43,"5,9"
23540,540,L_vt7_Virojoki,"Tie 7 Virolahti, Virojoki","Väg 7 Vederlax, Virojoki","Road 7 Virolahti, Virojoki",7,41,450,6719813,3539478,0,Kymenlaakso,60,35,13,27,43,"1,9"
23542,542,L_vt7_Turkkisuo,"Tie 7 Virolahti, Turkkisuo","Väg 7 Vederlax, Turkkisuo","Road 7 Virolahti, Turkkisuo",7,41,3524,6720623,3542421,0,Kymenlaakso,60,35,"38,1",27,46,"15,8"
23541,541,L_vt7_Mestarmäki,"Tie 7 Virolahti, Mestarmäki","Väg 7 Vederlax, Mestarmäki","Road 7 Virolahti, Mestarmäki",7,41,6000,6721329,3544723,0,Kymenlaakso,60,36,0,27,48,"47,6"
23581,581,L_vt7_Vaalimaa,"Tie 7 Virolahti, Vaalimaa","Väg 7 Vederlax, Vaalimaa","Road 7 Virolahti, Vaalimaa",7,42,2500,6721840,3547668,0,Kymenlaakso,60,36,"15,3",27,52,"1,6"
23598,598,L_vt7_Vaalimaa_rask,"Tie 7 Virolahti, Vaalimaa, raskas","Väg 7 Vederlax, Vaalimaa","Road 7 Virolahti, Vaalimaa",7,42,2510,6722062,3547787,0,Kymenlaakso,60,36,"22,4",27,52,"9,6"
23502,502,L_vt12_Iitti,Tie 12 Iitti,Väg 12 Itis,Road 12 Iitti,12,228,1257,6756308,3455559,0,Kymenlaakso,60,54,"49,9",26,10,"39,8"
23590,590,L_vt12_Tillola,"Tie 12 Iitti, Tillola",Väg 12 Tillola,"Road 12 Iitti, Tillola",12,231,1078,6752409,3469244,0,Kymenlaakso,60,52,"48,7",26,25,"50,1"
23586,586,L_vt15_Kotkansaari,"Tie 15 Kotka, Kotkansaari","Väg 15 Kotka, Kotkansaari","Road 15 Kotka, Kotkansaari",15,1,1769,6705946,3495912,0,Kymenlaakso,60,27,"51,8",26,55,"21,4"
23530,530,L_vt15_Juurikorpi,Tie 15 Juurikorpi,Väg 15 Juurikorpi,Road 15 Juurikorpi,15,3,2985,6723793,3495980,0,Kymenlaakso,60,37,"28,4",26,55,"24,5"
23591,591,L_vt15_Kiehuva,"Tie 15 Kouvola, Kiehuva","Väg 15 Kouvola, Kiehuva","Road 15 Kouvola, Kiehuva",15,6,5538,6745340,3488642,0,Kymenlaakso,60,49,4,26,47,"17,4"
23527,527,L_vt15_Valkeala,Tie 15 Valkeala,Väg 15 Valkeala,Road 15 Valkeala,15,15,705,6774179,3503503,0,Kymenlaakso,61,4,"36,3",27,3,"42,3"
